,253950,39230,-2671
85205423,253749,39253,-2641
85206126,254048,39237,-2393
85206827,254203,39239,-2790
85207528,254001,39067,-2487
85208231,253905,39232,-2321
85208932,254095,39373,-2496
85209633,253906,39132,-2452
85210336,254042,39195,-2371
85211039,253886,39144,-2334
85211740,253989,39222,-2436
85212442,253855,39164,-2367
85213145,254071,38900,-2650
85213847,253979,39075,-2458
85214548,254067,38871,-2718
85215250,253856,39202,-2484
85215951,253853,39103,-2520
85216653,253866,39224,-2592
85217356,254244,39123,-2737
85218058,253983,39146,-2439
85218759,253897,38957,-2461
85219462,254007,39106,-2545
85220165,254093,39035,-2939
85220866,253847,39208,-2774
85221567,253879,38968,-2711
85222270,254098,39132,-2711
85222972,253834,39179,-2602
85223673,254058,39132,-2725
85224375,253689,39052,-2645
85225077,254194,39126,-2878
85225779,253739,39119,-2460
85226482,254058,39000,-2697
85227185,253889,39263,-2713
85227886,254177,39137,-2651
85228587,253897,39196,-2828
85229290,253901,39122,-2708
85229992,253905,39113,-2825
85230693,253931,39241,-2610
85231395,254107,39185,-2453
85232097,253949,39063,-2570
85232799,253963,39232,-2623
85233502,254136,39226,-2315
85234205,254030,39144,-2617
85234906,253782,39126,-2314
85235607,254046,39094,-2432
85236310,253898,39268,-2697
85237013,253757,39132,-2609
85237714,253983,39262,-2706
85238416,254032,39156,-2500
85239118,254153,39222,-2604
85239820,253813,39012,-2802
85240522,254169,39356,-2455
85241224,254233,39002,-2433
85241925,254003,38966,-2626
85242626,254046,39300,-2439
85243329,253999,39302,-2652
85244032,254054,39156,-2771
85244733,253865,39060,-2382
85245435,253996,38963,-2637
85246137,253864,39128,-2763
85246839,254073,39155,-2586
85247541,253905,38973,-2465
85248244,253911,39065,-2471
85248945,254003,38913,-2956
85249646,253929,39001,-2585
85250349,254007,39036,-2809
85251052,254007,38948,-2693
85251753,254034,38995,-2409
85252455,254086,39027,-2634
85253157,253988,39087,-2257
85253859,254053,39208,-2213
85254561,253968,39180,-2637
85255264,253802,39321,-2477
85255965,254040,39092,-2517
85256666,254180,39141,-2630
85257369,253993,39087,-2277
85258072,254027,39183,-2830
85258773,254026,38985,-2693
85259475,253879,39292,-2714
85260177,254101,39155,-2575
85260879,253837,39140,-2417
85261581,254183,39201,-2601
85262284,254136,39114,-2464
85262985,254031,39230,-2615
85263686,253878,38874,-2720
85264389,253872,39178,-2509
85265092,253963,39026,-2261
85265794,254121,39252,-2937
85266496,253984,39085,-2875
85267198,253923,39307,-2725
85267899,253908,39267,-2493
85268601,253909,38882,-2666
85269304,253884,39173,-2491
85270007,253915,39134,-2432
85270708,254198,39156,-2535
85271410,253931,39045,-2348
85272113,254181,39206,-2397
85272815,253852,39042,-2784
85273516,253621,38893,-2771
85274218,253855,39152,-2997
85274919,253798,39091,-2662
85275620,254076,39054,-2645
85276323,253951,38976,-2392
85277026,253860,39288,-2465
85277727,254052,39114,-2790
85278429,253862,39137,-2942
85279132,253927,38969,-2874
85279834,254090,38955,-2503
85280536,253982,38999,-2577
85281238,253851,39228,-2414
85281939,253918,39312,-2752
85282640,253875,39322,-2691
85283343,254080,39123,-2707
85284046,253795,39169,-2668
85284747,253837,39201,-2647
85285449,254091,39138,-2574
85286152,253987,39245,-2265
85286854,253881,39186,-2537
85287556,254093,39279,-2574
85288258,253619,39224,-2658
85288959,254168,39298,-2785
85289660,253964,39082,-2618
85290363,253936,39071,-2364
85291066,253927,38981,-2465
85291767,253713,39096,-2428
85292469,254156,39085,-2628
85293171,254017,38965,-2193
85293873,253874,39012,-3114
85294575,253976,39017,-2497
85295278,253932,39054,-2512
85295979,253764,38904,-2803
85296681,253916,39259,-2599
85297384,254029,39128,-2312
85298087,253832,39101,-2459
85298788,253927,39233,-2479
85299490,254119,39116,-2553
85300193,254046,39143,-2329
85300895,254073,39015,-2595
85301596,254002,39040,-2582
85302298,253984,39357,-2363
85303001,253819,39333,-2436
85303702,253996,39154,-2580
85304405,253886,39168,-2460
85305108,253914,39231,-2509
85305809,253995,39006,-2471
85306510,253848,39071,-2570
85307213,253933,38970,-2526
85307915,253836,39127,-2567
85308617,253803,39006,-2666
85309319,253850,39055,-2692
85310021,254099,38970,-2384
85310722,253890,39313,-2530
85311425,253981,39362,-2580
85312128,254053,39200,-2579
85312829,254315,39274,-2608
85313530,253888,39181,-2209
85314233,254113,39105,-2414
85314935,253856,39265,-2432
85315637,254089,39274,-2489
85316339,254050,39301,-2167
85317041,254153,39286,-2482
85317742,254019,39267,-2933
85318445,254014,39025,-2743
85319148,253892,39076,-2347
85319849,254065,39282,-2412
85320550,253933,39241,-2382
85321253,253940,39075,-2622
85321955,253957,39096,-2402
85322657,253776,38993,-2681
85323359,253560,39120,-2868
85324061,253985,38930,-2522
85324762,253929,39305,-3047
85325465,253946,39290,-2770
85326168,253857,39233,-2595
85326869,254111,39237,-2872
85327570,253867,39245,-2697
85328273,254012,39195,-2656
85328975,254115,39413,-2800
85329676,253872,39236,-2634
85330378,254052,39003,-2748
85331080,253995,39033,-2444
85331782,254028,39055,-2502
85332485,254126,39061,-2503
85333188,254003,39208,-2520
85333889,254025,39187,-2919
85334590,254120,39147,-2521
85335293,254046,39296,-2775
85335995,253793,39263,-2503
85336696,253868,39049,-2363
85337398,253859,39255,-2718
85338100,253728,39081,-2484
85338802,253962,39040,-2608
85339505,254049,39053,-2790
85340208,253996,39251,-2416
85340909,253991,39196,-2128
85341610,254190,39174,-2590
85342313,254117,39274,-2295
85343016,253990,39453,-2616
85343718,254359,39263,-2605
85344420,254002,39115,-2684
85345122,254003,39312,-2563
85345823,254146,39124,-2366
85346525,253940,38989,-2715
85347228,253941,39287,-2432
85347929,253919,39066,-2745
85348630,254050,39365,-2594
85349333,253988,39034,-2775
85350036,253847,39249,-2559
85350738,253982,39275,-2657
85351440,254046,39016,-2178
85352142,253873,38956,-2639
85352843,254046,39248,-2582
85353545,253946,38980,-2220
85354248,254037,39007,-2723
85354949,254072,39156,-2566
85355650,253817,38988,-2677
85356352,254075,39197,-2391
85357055,253735,38942,-2292
85357757,254023,39130,-2432
85358460,253953,39108,-2676
85359162,254057,39222,-2348
85359863,254032,39105,-2383
85360565,253941,39018,-2387
85361268,253882,39282,-2605
85361969,253992,39240,-2603
85362670,254085,39332,-2627
85363372,253882,39306,-2599
85364075,253921,39048,-2488
85364777,253872,39219,-2132
85365479,253926,38948,-2779
85366181,253815,39174,-2586
85366882,254107,39071,-2693
85367584,253897,39107,-2848
85368287,253812,39133,-2676
85368988,253752,39044,-2601
85369689,254038,38820,-2454
85370391,254031,39121,-2776
85371094,253958,39236,-2704
85371796,253951,38971,-2613
85372499,254076,39119,-2608
85373201,253912,39150,-2538
85373902,253879,39257,-2673
85374603,254067,39280,-2553
85375306,254237,39534,-2411
85376009,254113,38877,-2568
85376710,253935,39124,-2445
85377412,253923,39312,-2499
85378115,253922,39017,-2457
85378817,254108,39190,-2238
85379519,253998,38935,-2898
85380221,254035,38931,-2809
85380922,254049,38984,-2226
85381623,253967,39080,-2833
85382326,253997,39110,-2666
85383029,253928,39083,-2653
85383730,253919,39036,-2598
85384432,253967,39214,-2450
85385134,253967,39006,-2528
85385836,253933,39399,-2694
85386538,253972,39176,-2514
85387241,254014,39022,-2178
85387942,253847,39315,-2502
85388643,253878,39169,-2506
85389346,254022,39398,-2414
85390049,253755,39167,-2513
85390750,253813,39435,-2599
85516953,254115,39061,-2793
85517654,253981,39002,-2596
85518357,253635,39286,-2568
85519060,254058,38986,-2572
85519762,254035,39272,-2488
85520464,253878,39166,-2612
85521166,253968,38864,-2762
85521867,254044,39313,-2802
85522569,253987,39266,-2685
85523272,254044,39018,-2545
85523973,253959,39161,-2860
85524674,253908,39132,-2691
85525376,253927,39116,-2506
85526079,254118,39223,-2898
85526781,253706,39314,-2665
85527484,253895,39259,-2218
85528186,253998,39155,-2378
85528887,254089,39166,-2226
85529588,253869,39268,-2198
85530291,253951,39123,-2394
85530993,253830,39184,-2722
85531695,253984,39135,-2452
85532397,253806,38977,-2742
85533099,253894,39012,-2542
85533800,253927,39092,-2659
85534503,254011,39180,-2284
85535206,253810,39274,-2225
85535908,254130,39157,-2445
85536609,253780,39116,-2579
85537311,253937,39199,-2443
85538013,253918,39207,-2435
85538715,253973,39047,-2432
85539418,254052,38908,-2727
85540121,254019,39062,-2596
85540822,254254,39041,-2375
85541523,253821,38991,-2562
85542225,253866,39187,-2869
85542927,254112,39055,-2721
85543629,254041,39046,-2624
85544331,253937,38990,-2627
85545033,254064,39193,-2659
85545734,254133,39318,-2936
85546437,254066,39142,-2798
85547140,253844,39201,-2344
85547842,253962,39048,-2598
85548543,254109,39150,-2430
85549245,254022,39128,-2474
85549946,253820,39042,-2603
85550648,253824,39088,-2765
85551351,253883,39348,-2573
85552054,254107,39218,-2465
85552755,253826,39070,-2425
85553457,253887,39165,-2667
85554159,253908,39453,-2424
85554861,254028,39184,-2517
85555563,253841,39138,-2596
85556266,253857,39345,-2797
85556967,254310,39284,-2675
85557668,253999,39157,-2426
85558370,253877,39045,-2461
85559073,253992,39180,-2641
85559775,254083,39169,-2908
85560478,254233,39112,-2391
85561180,253897,38998,-2721
85561881,253844,39136,-2693
85562582,253956,39082,-2657
85563285,253857,39233,-2298
85563987,253796,39060,-2663
85564688,253926,39133,-2392
85565390,253983,39181,-2565
85566092,254027,39098,-2571
85566794,254189,39187,-2703
85567497,254168,39278,-2289
85568200,253956,39097,-2460
85568901,253911,39151,-2952
85569602,254126,39118,-2703
85570304,254113,39172,-2317
85571007,254033,39084,-2471
85571709,254037,39072,-2823
85572412,253878,39291,-2600
85573115,254073,39305,-2230
85573816,253893,39265,-2370
85574517,253958,39205,-2558
85575220,254002,39139,-2595
85575922,253938,39449,-2784
85576623,253871,39238,-2412
85577325,254039,39108,-2605
85578027,253569,39191,-2553
85578728,254095,39163,-2535
85579431,254247,38985,-2546
85580134,254002,39160,-2595
85580835,253891,39104,-2569
85581536,253863,38965,-2622
85582238,253916,38919,-2769
85582939,254014,39353,-2531
85583641,254147,39038,-2692
85584344,253999,39183,-2491
85585047,254045,39187,-2376
85585748,254110,38954,-2569
85586450,253974,38899,-2365
85587153,253977,38962,-2450
85587855,253703,39008,-2780
85588557,253972,38971,-2596
85589260,253960,39146,-2899
85589961,254095,38977,-2490
85590662,254004,39032,-2383
85591365,253965,39306,-2362
85592068,253986,39279,-2566
85592770,254047,39178,-2458
85593473,254133,39202,-2587
85594175,253747,39256,-2816
85594876,253826,39014,-2706
85595577,254113,38910,-2729
85596280,254089,39074,-2660
85596982,253810,39288,-2502
85597683,254042,39364,-2554
85598385,254080,38997,-2581
85599088,253922,39314,-2480
85599790,253899,39131,-2843
85600493,253938,39074,-2508
85601196,254057,39144,-2734
85601897,253841,39235,-2411
85602598,254095,39025,-2578
85603301,253922,39282,-2288
85604004,254061,38934,-2798
85604706,253709,39338,-2842
85605409,253965,39083,-2932
85606111,253901,39118,-2536
85606812,254088,39117,-2783
85607513,254233,39158,-2664
85608216,253724,39372,-2506
85608918,253900,39321,-2544
85609619,253923,38974,-2347
85610321,253944,38935,-2585
85611023,254046,39066,-2387
85611724,254058,39312,-2616
85612427,253951,39264,-2434
85613130,254102,39129,-2556
85613831,254010,39236,-2509
85614532,254084,39121,-2373
85615234,253778,39032,-2282
85615935,253928,39136,-2480
85616637,253901,39130,-3007
85617340,254037,38904,-2281
85618043,253963,39270,-2429
85618744,253679,39120,-2628
85619446,253747,39131,-2768
85620149,253908,39161,-2424
85620851,254049,39273,-2797
85621553,253881,39112,-2703
85622255,254106,39211,-2777
85622956,253940,39129,-2589
85623657,253966,39169,-2825
85624360,254110,38908,-2648
85625063,254013,39121,-2781
85625764,254052,39021,-2807
85626466,253791,39260,-2483
85627168,253902,39159,-2376
85627869,253896,39017,-2857
85628571,253920,39272,-2578
85629274,253864,39208,-2606
85629975,253932,39126,-2547
85630676,254138,39108,-2520
85631378,253929,39265,-2399
85632080,253685,38998,-2210
85632782,253869,39171,-2349
85633485,253800,39039,-2284
85634188,254144,39145,-2635
85634889,254192,39283,-2179
85635590,253938,39141,-2546
85636293,253835,39047,-2670
85636995,253936,39210,-2330
85637697,253859,39186,-2428
85638399,254066,39219,-2583
85639101,254102,39056,-2483
85639802,254032,39114,-2393
85640505,254030,39092,-2336
85641208,254019,39214,-2610
85641910,254103,39143,-2433
85642611,253991,39089,-2598
85643313,254278,39193,-2560
85644015,254293,38914,-2525
85644716,253771,39173,-2655
85645419,254259,38882,-2639
85646122,254025,39175,-2633
85646823,253991,39118,-2414
85647524,254038,38993,-2323
85648226,254014,39071,-2637
85648927,254253,39239,-2665
85649629,254005,39099,-2455
85650332,253951,39047,-2312
85651035,253984,38935,-2496
85651736,253916,39282,-2515
85652438,253913,39042,-2799
85653140,253910,39299,-2555
85653842,253968,39398,-2509
85654544,253695,39117,-2652
85655247,253891,39135,-2306
85655948,253959,39124,-2457
85656649,253978,39089,-2785
85657352,253847,39192,-2742
85658055,253958,39043,-2930
85658757,253821,39178,-2704
85659459,254071,39018,-2778
85660161,253994,39119,-2666
85660862,254027,39260,-2283
85661564,253896,39103,-2788
85662267,254064,39061,-2697
85662968,254076,39097,-2555
85663669,253812,39203,-2428
85664371,253842,39202,-2794
85665073,253983,39239,-2327
85665775,254208,39029,-2857
85666478,254109,39255,-2401
85667181,253927,39178,-2530
85667882,253905,39109,-2772
85668583,254028,38936,-2623
85669285,253973,39078,-2751
85669987,253893,39072,-2736
85670688,253924,39160,-2365
85671390,253856,39159,-2690
85672092,253889,39295,-2846
85672793,253850,39069,-2756
85673496,253992,39206,-2631
85674199,253890,38999,-2527
85674900,254083,39184,-2992
85675601,253875,39270,-2580
85676303,253848,39179,-2322
85677006,254234,39247,-2463
85677708,254049,39027,-2732
85678411,253924,39253,-2380
85679114,253916,39145,-2371
85679815,253869,39001,-2464
85680516,254018,39065,-2727
85681219,253891,39220,-2531
85681921,254050,39102,-2473
85682623,254005,39200,-2670
85683325,253923,39328,-2316
85684027,254059,39066,-2571
85684728,253800,39051,-2483
85685431,253983,39276,-2631
85686134,254089,39016,-2379
85686836,253801,39292,-2673
85687537,253928,39158,-2659
85688239,253829,39201,-2528
85688940,253940,39030,-2552
85689642,253905,39139,-2371
85690345,253998,39049,-2664
85691048,254179,39116,-2589
85691749,253991,39100,-2498
85692451,253857,38911,-2519
85693153,254035,38982,-2438
85693855,253869,38907,-2400
85694557,253987,39195,-2431
85695260,253958,39241,-2758
85695961,253980,39085,-2566
85696662,254023,39077,-2393
85697365,254005,38959,-2736
85698068,254063,39074,-2381
85698770,253974,39290,-2400
85699473,253908,39016,-2298
85700175,254002,39181,-2695
85700876,253959,39173,-2432
85701577,254073,39193,-2777
85702280,254019,38936,-2860
85702982,254215,39276,-2514
85703683,254109,38980,-2690
85704385,253945,39057,-2510
85705088,254021,39038,-2618
85705790,253793,39081,-2509
85706493,254044,39227,-2302
85707196,253909,39045,-2526
85707897,253888,39166,-2340
85708598,254034,39231,-2659
85709301,253919,39284,-2735
85710004,253912,39317,-2231
85710706,253878,39208,-2319
85711409,254156,39324,-2838
85712111,253908,38909,-2377
85712812,254046,38994,-2655
85713513,253974,39061,-2308
85714216,254059,39144,-2447
85714918,254070,38962,-2583
85715619,254008,39282,-2703
85716321,253946,39193,-2847
85717023,253940,39192,-2442
85717724,253776,39192,-2634
85718427,253978,39072,-2351
85719130,253960,39123,-2516
85719831,254117,39118,-2260
85720532,254018,39180,-2621
85721234,253920,39170,-2483
85721935,253946,39168,-2562
85722637,253951,39098,-2461
85723340,254028,39141,-2672
85724043,253949,38910,-2756
85724744,253874,38963,-2666
85725446,253963,39053,-2479
85726148,253853,39291,-2306
85726849,253968,39294,-2375
85727551,253727,39000,-2350
85728254,253864,39176,-2699
85728955,254028,39099,-2625
85729656,253874,39214,-2738
85730358,254064,39043,-2761
85731060,254030,39061,-2756
85731761,253851,39179,-2523
85732464,253860,39179,-2522
85733167,254063,39170,-2465
85733868,254086,39215,-2387
85734569,253782,39055,-2731
85735271,253778,39187,-2748
85735972,253965,39051,-2353
85736673,253928,38974,-2724
85737376,254032,38967,-2738
85738079,253990,39170,-2735
85738780,253969,39128,-2292
85739482,254052,39141,-2789
85740184,254095,39135,-2579
85740885,254114,39107,-2564
85741586,253966,39138,-2513
85742289,253992,39208,-2371
85742991,253896,39161,-2411
85743693,254168,39190,-2582
85744395,254068,39291,-2441
85745097,253845,39117,-2604
85745798,253962,39109,-2833
85746501,253839,39159,-2862
85747204,253876,39105,-2442
85747906,253949,39219,-2671
85748608,253922,38985,-2969
85749311,254092,39128,-2583
85750013,253960,39280,-2548
85750714,254034,38959,-2656
85751416,254063,39207,-2638
85752119,253953,39200,-2510
85752821,253869,39112,-2499
85753523,253911,39023,-2352
85754226,253931,39164,-2710
85754927,254033,39102,-2680
85755628,253845,38930,-2281
85756330,254087,39363,-2526
85757033,253751,39153,-2642
85757735,253905,39139,-2547
85758438,254327,38973,-2533
85759141,253944,39222,-2502
85759842,253794,39164,-2338
85760543,253958,39138,-2313
85761245,254050,39058,-2515
85761947,253883,39122,-2573
85762649,253911,39254,-2486
85763352,253785,39156,-2459
85764055,253959,39326,-2517
85764756,253776,39277,-2445
85765458,253824,39075,-2724
85766161,254077,39236,-2438
85766863,254103,39119,-2452
85767565,253947,39314,-2457
85768268,254005,39111,-2211
85768969,253993,39120,-2666
85769670,253991,38964,-2261
85770372,253991,38939,-2493
85771075,254050,39149,-2648
85771777,254030,38994,-2714
85772480,253941,38913,-2873
85773183,253993,39152,-2437
85773884,253911,39303,-2810
85774585,253564,39152,-2838
85775287,253942,39173,-2164
85775988,253747,39171,-2559
85776690,253986,39169,-2622
85777393,253882,39068,-2583
85778096,254008,39033,-2288
85778797,253806,39095,-2645
85779499,253857,39310,-2569
85780201,253985,39033,-2828
85780903,254061,39218,-2643
85781605,253967,39246,-2541
85782308,253812,39070,-2349
85783011,254026,38946,-2538
85783712,253959,39264,-2519
85784414,254152,39142,-2512
85785116,253970,39086,-2547
85785818,253923,39282,-2695
85786519,253844,39072,-2482
85787222,253851,39209,-2572
85787924,253880,39130,-2394
85788625,254093,39275,-2231
85789327,253953,39140,-2788
85790029,253857,39210,-2349
85790730,254023,39030,-2461
85791433,254101,39213,-2779
85792136,253722,39022,-2565
85792838,253954,39172,-2756
85793539,254102,39143,-2841
85794241,253920,39133,-2897
85794942,254152,39190,-2513
85795643,253938,39216,-2766
85796346,253887,39186,-2551
85797049,254030,39146,-2361
85797751,253761,39144,-2739
85798453,253951,39050,-2442
85799155,254007,39228,-2728
85799856,253909,39229,-2382
85800558,254008,39181,-2763
85801261,253996,39078,-2591
85801963,253988,39277,-2640
85802664,253924,39229,-2249
85803366,253909,39066,-2496
85804068,254028,39019,-2178
85804769,253942,38766,-2377
85805472,253991,38955,-2546
85806175,253886,39033,-2657
85806877,253954,39138,-2541
85807578,253792,39131,-2478
85808280,253717,39018,-2395
85808981,253949,39233,-2296
85809682,253955,38916,-2379
85810384,254077,39132,-2261
85811087,254212,39188,-2502
85811789,254167,39085,-2798
85812492,253920,39216,-2734
85813195,254035,39025,-2807
85813896,254180,39364,-2504
85814597,253803,39091,-2821
85815299,254059,39204,-2717
85816002,253843,39383,-2613
85816704,254037,39182,-2464
85817407,254057,39047,-2794
85818110,253869,39207,-2702
85818811,254006,39178,-2312
85819512,254053,39100,-2321
85820214,253927,39080,-2560
85820916,253997,39082,-2434
85821618,253893,39143,-2467
85822321,253927,38951,-2392
85823024,253843,39203,-2866
85823725,253869,39392,-2499
85824427,253873,39058,-2461
85825129,253784,39302,-2656
85825830,254043,38920,-2355
85826532,253834,39139,-2544
85827235,253794,39126,-2669
85827936,254088,39174,-2585
85828637,254016,39058,-2572
85829339,253925,38992,-2102
85830041,254140,39060,-2619
85830743,254020,39084,-2438
85831446,253894,39309,-2329
85832149,253942,39080,-2247
85832850,253847,39085,-2644
85833551,254095,39186,-2610
85834253,254002,39049,-2431
85834954,254009,39129,-2560
85835656,253932,39322,-2547
85836359,253833,39175,-2606
85837062,254080,39202,-2742
85837763,254163,39159,-2708
85838465,254217,39241,-2808
85839167,253947,38871,-2676
85839868,254039,38977,-2723
85840570,253992,39131,-2537
85841273,253867,39267,-2689
85841974,254068,39251,-2693
85842675,253984,39191,-2504
85843377,254018,39340,-2553
85844079,253948,39039,-2526
85844780,253908,39084,-2653
85845483,253950,39220,-2214
85846186,254039,39265,-2465
85846887,253832,39212,-2673
85847588,253945,39146,-2823
85848290,253713,39197,-2586
85848991,253974,39406,-2372
85849692,253967,38889,-2497
85850395,253951,39140,-2686
85851098,253941,39306,-2525
85851800,253951,39271,-2441
85852502,253958,39196,-2541
85853204,253899,39102,-2701
85853905,253625,39237,-2630
85854607,254117,39175,-2306
85855310,254157,39298,-2524
85856012,253951,39141,-2564
85856713,254236,39058,-2442
85857416,253856,39021,-2379
85858119,253874,39129,-2514
85858821,254016,39133,-2499
85859522,253877,39165,-2532
85860224,253663,39066,-2521
85860926,253824,39198,-2807
85861628,253955,39229,-2408
85862331,253785,39105,-2208
85863033,254090,39180,-2358
85863734,254068,39083,-2461
85864437,253995,39047,-2520
85865140,253959,38996,-2493
85865841,253987,39129,-2571
85866542,254017,39243,-2441
85867244,254074,39315,-2592
85867946,253983,39334,-2704
85868648,253897,38981,-2730
85869350,253963,39170,-2324
85870052,253832,39122,-2720
85870753,254041,39103,-2715
85871456,254059,39248,-2388
85872159,253975,38994,-2505
85872860,253922,39139,-2579
85873561,254009,39132,-2490
85874263,253774,39033,-2664
85874965,253954,39037,-2689
85875667,254144,39307,-2424
85876370,253998,39274,-2374
85877072,253953,39114,-2340
85877773,253909,39193,-2514
85878476,253906,39090,-2891
85879179,254017,39133,-2608
85879880,254062,39087,-2398
85880581,254213,39183,-2579
85881283,253860,39036,-2545
85881985,254108,39008,-2320
85882687,253963,39051,-2627
85883390,253922,39108,-2429
85884093,253775,39097,-2567
85884794,253851,39165,-2311
85885496,253867,39132,-2560
85886199,253883,38907,-2542
85886901,254011,38968,-2238
85887603,253878,39042,-2379
85888305,254088,39247,-2392
85889007,254182,39056,-2622
85889708,253945,39125,-2837
85890411,253957,39332,-2652
85891114,253902,39096,-2589
85891815,253761,39238,-2846
85892516,253947,39240,-2285
85893218,253980,39276,-2605
85893919,253976,39200,-2514
85894621,253994,39105,-2408
85895324,253892,39268,-2502
85896027,254127,39193,-2591
85896728,253860,39173,-2281
85897430,254073,39153,-2540
85898132,253819,39121,-2307
85898834,254032,39205,-2555
85899536,254064,39173,-2778
85900239,253932,39085,-2464
85900940,253792,39267,-2532
85901641,253781,38967,-2689
85902344,254007,39193,-2624
85903047,253947,39153,-2492
85903749,254022,39351,-2438
85904452,253902,39062,-2635
85905154,253860,38907,-2393
85905855,254007,39105,-2548
85906556,253954,39191,-2781
85907259,253963,39323,-2168
85907961,254127,39204,-2511
85908662,254002,38946,-2406
85909364,254213,38982,-2798
85910066,253942,39083,-2671
85910767,253967,39153,-2776
85911470,254165,38982,-2542
85912173,253900,38998,-2577
85912874,253923,39155,-2606
85913575,254162,38932,-2527
85914277,253768,39048,-2393
85914979,253845,39129,-2581
85915681,253903,39115,-2862
85916384,254233,39123,-2582
85917087,253946,39281,-2266
85917788,253869,39224,-2679
85918490,253891,39317,-2461
85919192,253908,39123,-2312
85919894,253888,39021,-2517
85920596,253901,38938,-2392
85921298,254106,39240,-2334
85922000,254004,39206,-2497
85922702,254169,38869,-2748
85923405,254050,39094,-2862
85924107,254189,39379,-2833
85924808,253865,39241,-2386
85925510,254026,39126,-2694
85926212,253861,39186,-2568
85926913,254081,39129,-2323
85927614,253653,39146,-2198
85928317,253876,39266,-2400
85929020,254083,39096,-2736
85929721,254039,39034,-2530
85930423,254034,39211,-2319
85931125,254081,39088,-2740
85931826,253756,39198,-2779
85932528,254101,39174,-2838
85933231,254086,39071,-2469
85933932,254026,38888,-2422
85934633,253994,39094,-2529
85935335,253904,39263,-2493
85936037,254008,39107,-2298
85936739,254000,39204,-2564
85937442,253901,39164,-2465
85938145,253914,39253,-2863
85938846,253989,39192,-2566
85939547,254067,39213,-2757
85940250,254054,39116,-2663
85940952,254346,39229,-2537
85941654,254002,39195,-2508
85942356,253942,38922,-2555
85943058,254228,39284,-2677
85943759,253707,39043,-2352
85944462,254187,39046,-2648
85945165,253884,38813,-2697
85945867,253871,39065,-2577
85946568,253858,39092,-2760
85947270,253897,39299,-2586
85947971,254162,39233,-2769
85948673,253874,39220,-2468
85949376,254026,39183,-2182
85950079,254103,39381,-2034
85950780,254030,39026,-2442
85951482,253827,39154,-2451
85952185,254008,39156,-2408
85952887,253905,39199,-2570
85953589,254057,39337,-2576
85954291,254053,39171,-2652
85954992,253686,39169,-2719
85955693,253932,39196,-2769
85956396,253788,39255,-2339
85957099,254181,39317,-2597
85957800,253847,39218,-2738
85958502,253951,39146,-2443
85959204,254063,38911,-2240
85959905,253942,39096,-2749
85960607,253929,38910,-2556
85961310,253924,39200,-2581
85962013,253956,38909,-2670
85962714,253906,39104,-2704
85963416,253983,38910,-2816
85964118,253921,39053,-2425
85964820,253884,39210,-2694
85965522,253981,39115,-2846
85966225,254211,39161,-2893
85966926,254119,39332,-2713
85967627,254015,39234,-2832
85968330,254105,39095,-2774
85969033,253922,39297,-2280
85969735,253977,39098,-2626
85970438,254011,39319,-2567
85971140,253878,39021,-2440
85971841,253989,39115,-2094
85972542,253829,39114,-2855
85973245,253766,38871,-2636
85973947,253856,39176,-2843
85974648,254004,39022,-2439
85975350,253976,39260,-2741
85976052,253815,39177,-2251
85976753,254193,39067,-2146
85977456,254143,39256,-2210
85978159,253891,39317,-2291
85978860,253918,39420,-2700
85979561,254144,39168,-2344
85980263,253932,39263,-2812
85980964,253782,38859,-2725
85981666,253919,39193,-2654
85982369,254007,39264,-2754
85983072,253879,39067,-2381
85983773,253906,39249,-2486
85984475,254032,39085,-2834
85985177,253984,39126,-2091
85985879,254045,39042,-2455
85986581,254140,38968,-2338
85987284,253963,39198,-2472
85987985,254057,38975,-2767
85988686,253989,39100,-2364
85989389,253971,39043,-2659
85990092,253950,38958,-2601
85990793,253725,39144,-2525
85991495,254001,39229,-2528
85992197,253862,39106,-2456
85992898,253965,39367,-2586
85993600,253865,39246,-2575
85994303,254050,39383,-2205
85995006,253843,39216,-2406
85995707,254112,39193,-2718
85996409,253785,39094,-2562
85997111,253819,39144,-2412
85997813,254059,39304,-2635
85998515,254136,39338,-2700
85999218,253819,39220,-2595
85999919,253913,39287,-2416
86000620,253958,39162,-2562
86001322,254041,39049,-2313
86002025,254009,39258,-2928
86002727,253907,39309,-2823
86003430,253909,39264,-2401
86004133,254009,39135,-2267
86004834,253872,39426,-2400
86005535,254018,39051,-2535
86006238,254016,39160,-2701
86006940,254074,39139,-2480
86007641,254009,39227,-2648
86008343,254081,39164,-2628
86009045,253970,39021,-2469
86009746,253800,39137,-2556
86010449,253974,39129,-2452
86011152,254118,39091,-2544
86011853,254014,38908,-2411
86012554,254000,39223,-2199
86013256,254007,38976,-2576
86013957,254124,39047,-2585
86014658,253922,38804,-2419
86015361,253937,38842,-2491
86016064,253978,39120,-2365
86016765,253846,38979,-2466
86017467,253525,39129,-2677
86018169,253963,39078,-2492
86018870,253900,39216,-2715
86019572,254118,39089,-2330
86020275,253941,39015,-2436
86020976,254009,39178,-2473
86021677,254073,39170,-2530
86022379,254077,38961,-2567
86023081,253862,39117,-2554
86023783,253867,39202,-2811
86024486,253802,39027,-2477
86025189,253921,39209,-2686
86025890,253936,39466,-2743
86026591,254146,39277,-2488
86027294,253856,39030,-2779
86027996,253940,39090,-2650
86028698,253598,39176,-2425
86029401,253998,39052,-2425
86030103,254094,39122,-2697
86030804,254029,39246,-2353
86031507,253901,39109,-2595
